subject,model,eval_type,region,model_layer,model_layer_index,test_score,train_score,max_model_layer_index,selected_layer_fraction,score
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,otc-streams,Conv2d-30,6,0.16723951697349548,0.14478573203086853,12,0.5,0.16723951697349548
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,v-objects,BatchNorm2d-39,3,0.21282407641410828,0.2516075372695923,12,0.25,0.21282407641410828
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,EBA,Conv2d-44,8,0.28964412212371826,0.2361379861831665,12,0.6666666666666666,0.28964412212371826
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,FBA,AdaptiveAvgPool2d-1,0,0.3482625186443329,0.30627214908599854,12,0.0,0.3482625186443329
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,FFA-1,BatchNorm2d-39,3,0.203816756606102,0.16111238300800323,12,0.25,0.203816756606102
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,FFA-2,AdaptiveAvgPool2d-1,0,0.3361147344112396,0.2653212547302246,12,0.0,0.3361147344112396
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,OFA,BatchNorm2d-39,3,0.18670228123664856,0.1490955501794815,12,0.25,0.18670228123664856
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,OPA,BatchNorm2d-39,3,0.3272644877433777,0.1597481369972229,12,0.25,0.3272644877433777
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,PPA,ReLU-38,11,0.3417263329029083,0.2132362574338913,12,0.9166666666666666,0.3417263329029083
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,VWFA-1,BatchNorm2d-39,3,0.3000260889530182,0.2147960662841797,12,0.25,0.3000260889530182
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,VWFA-2,ReLU-38,11,0.15345852077007294,0.0736650824546814,12,0.9166666666666666,0.15345852077007294
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,l-objects,BatchNorm2d-39,3,0.3464685082435608,0.27574536204338074,12,0.25,0.3464685082435608
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,laion-lateral,BatchNorm2d-39,3,0.24351628124713898,0.19658944010734558,12,0.25,0.24351628124713898
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,laion-ventral,BatchNorm2d-39,3,0.37503430247306824,0.29027503728866577,12,0.25,0.37503430247306824
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,mfs-words,BatchNorm2d-39,3,0.26564905047416687,0.11659900844097137,12,0.25,0.26564905047416687
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,otc,BatchNorm2d-39,3,0.3543277680873871,0.27769458293914795,12,0.25,0.3543277680873871
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,otc-category,BatchNorm2d-39,3,0.45258665084838867,0.3608405888080597,12,0.25,0.45258665084838867
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,otc-streams,BatchNorm2d-39,3,0.3320696949958801,0.2678571343421936,12,0.25,0.3320696949958801
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,v-objects,BatchNorm2d-39,3,0.5623006224632263,0.41147735714912415,12,0.25,0.5623006224632263
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,EBA,AdaptiveAvgPool2d-1,0,0.06867799162864685,0.11521382629871368,12,0.0,0.06867799162864685
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,FBA,BatchNorm2d-39,3,0.08542317897081375,0.11148005723953247,12,0.25,0.08542317897081375
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,FFA-1,AdaptiveAvgPool2d-1,0,0.029870813712477684,0.13078506290912628,12,0.0,0.029870813712477684
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,FFA-2,AdaptiveAvgPool2d-1,0,0.05442330613732338,0.06257308274507523,12,0.0,0.05442330613732338
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,OFA,Conv2d-49,9,0.13560880720615387,0.09123458713293076,12,0.75,0.13560880720615387
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,OPA,Conv2d-49,9,0.19234079122543335,0.2479916214942932,12,0.75,0.19234079122543335
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,PPA,Conv2d-49,9,0.20322886109352112,0.2120271623134613,12,0.75,0.20322886109352112
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,VWFA-1,Conv2d-49,9,0.15704184770584106,0.16175009310245514,12,0.75,0.15704184770584106
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,VWFA-2,AdaptiveAvgPool2d-1,0,0.0312601774930954,0.0846552699804306,12,0.0,0.0312601774930954
